,,manual,manual,,,,,,manual,,,,,,,,manual/ tally,manual/ tally,,,,SALE-2025-2026,,,,,,,,,,,,SALE-2024-2025,,,,,,,,,,,,SALE-2023-2024,,,,,,,,,,,,SALE-2022-2023,,,,,,,,,,,,SALE-2021-2022,,,,,,,,,,,
46,GWP SOLUTIONS ,0.00,CCARE,,To Pay,,,RUSTX,0.5,15.1.2025,YES,,22,,,,1.32,,2.71,0.02,4.66,1.74,0.52,,1.79,0.40,0.20,,0.8,,,0.4,1.2,,0.52,0.94,0.5,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,ghatge patil industries (kagal),7.00,CCARE,,To Pay,,,RUSTX,0.50,17.7.2025,yes,15,,,,,0.47,,,,3.41,1.39,0.94,2.29,1.45,0.67,1.67,0.61,0.39,1.80,1.48,1.34,0.89,0.89,,0.89,1.05,1.06,0.89,0.89,0.39,0.66,0.20,,1.68,0.88,0.81,1.10,0.51,0.51,1.68,0.69,,0.78,1.28,0.33,1.50,1.28,0.77,0.83,1.22,,4.02,3.49,3.45,2.73,1.94,2.53,,,,,,,,,,,,,
48,Sound casting unit 3,10.00,CCARE,u3.purchase2@soundcastings.com,Nil,NO,NO,RUSTX,0.50,14.8.2025,yes,,,,,,0.24,,3.32,,3.66,3.26,1.41,1.82,1.79,1.34,0.92,1.66,1.63,3.43,2.51,2.73,0.87,2.36,0.35,0.25,0.98,,1.27,2.83,2.44,1.44,1.87,2.00,1.37,2.71,1.82,1.80,1.72,1.31,1.03,0.20,1.71,3.43,4.47,1.87,1.12,5.32,1.81,3.08,1.52,1.66,1.06,0.99,1.80,1.40,1.37,0.49,0.68,1.07,0.97,1.03,0.82,0.47,0.73,0.74,0.84,0.45,0.86,0.82,0.55
49,GANGADHAR ALLOY PVT LTD,2.00,CCARE,,Pay & Charge,,,RUSTX,0.50,13.7.2025,yes,,,20,10,,0.52,,,,0.54,0.34,0.74,,0.28,0.40,0.35,0.50,0.37,0.73,0.44,,0.61,,0.28,0.40,0.25,,0.43,0.25,0.23,0.38,0.83,0.16,0.52,0.59,0.28,0.38,0.27,0.34,0.26,0.52,0.46,0.23,,0.38,0.27,0.60,0.31,0.23,0.34,0.36,,0.50,0.12,0.25,,0.25,0.35,0.33,0.47,0.24,,0.23,0.14,0.60,0.23,,,,
50,ACR MACHINE,4.00,CCARE,purchase.acr@casproindia.com,Nil,NO,NO,RUSTX,0.50,11.6.2025,yes,15,22,,,,,,0.79,,1.21,0.54,0.66,0.53,0.45,1.19,0.57,,1.21,0.46,0.38,1.18,0.56,0.55,0.87,0.58,0.70,0.48,0.94,0.37,0.10,0.70,0.30,0.82,0.53,0.83,0.33,0.66,0.52,0.32,0.28,0.64,0.44,0.43,0.32,0.41,0.12,0.16,0.51,0.64,0.49,0.42,0.27,0.39,0.33,1.04,0.38,0.14,0.56,1.07,,0.57,,0.56,0.50,0.20,0.10,0.28,0.59,0.22,0.27
51,ghatge patil industries 1,8.00,CCARE,jkpatil.vehicle@gpi.co.in,To Pay,NO,NO,RUSTX,0.50,17.8.2025,yes,15,,,,,,0.31,0.32,,7.42,1.33,0.66,1.47,0.48,1.43,0.68,0.21,0.73,0.28,0.17,1.33,0.54,1.16,,0.17,0.15,0.39,0.39,0.30,0.13,0.73,0.12,0.47,0.31,0.15,1.23,1.44,,0.06,0.56,0.24,,0.37,1.33,0.51,,0.09,1.62,1.43,0.61,0.62,0.82,1.20,0.37,1.01,0.22,0.15,0.71,1.17,0.27,0.56,0.20,0.75,0.53,,0.29,0.88,0.27,0.65,0.10
52,METCUT INDUSTIRES,,CCARE,,Nil,N,N,RUSTX,0.50,20.7.2025,yes,,22,,,,0.62,,,,0.54,0.54,0.53,,0.35,,0.35,0.35,,0.27,,,0.39,,0.39,0.39,0.34,,,,,,,,,,,,,,,0.12,,,,,0.13,,,0.13,,,,,,,,,,,,,,,,,,,,,
53,SAROJ ENGINEERS,3.00,CCARE,,Pay & Charge,n,n,RUSTX,0.5,17.4.2025,yes,,,,,,,,1.01,,0.88,0.37,0.37,,0.74,0.74,0.37,0.37,,0.37,0.37,0.37,0.37,,0.37,0.37,,0.37,0.37,,0.37,0.37,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,AKSHAY INDUSTRIES,0.50,CCARE,,To Pay,N,N,Dr. bio,0.50,17.6.2025,,,,,,,,,,,,0.56,,0.37,,0.28,,0.30,,0.30,,,0.32,,,0.31,,,0.30,,,,0.46,,,0.33,,,0.30,,,0.30,,,0.31,,,,0.31,,,,,,,,,,,,,,,,,,,,,,
55,Arni Mech Product Pvt ltd,10.00,CCARE,rdr@arnimech.com,To Pay,NO,NO,RUSTX,0.50,31.7.2025,yes,,,24,,10,0.35,,1.29,,0.73,0.72,0.78,1.16,0.79,0.74,0.10,0.60,1.41,0.82,1.65,0.71,0.24,0.64,0.88,0.36,,0.92,1.39,,0.10,2.01,0.78,,0.78,0.82,,0.82,0.59,,1.67,0.76,0.60,0.81,,2.06,,0.71,0.72,,1.00,0.57,,2.14,1.31,1.89,1.81,0.78,2.54,1.48,2.31,2.54,1.42,0.71,1.47,2.55,0.55,2.44,0.96,1.02,1.15
56,ADITEK,2.00,CCARE,rohan.mane@arkora.co.in,To Pay,,,RUSTX,0.50,3.7.2025,,,,,,,,,,,,,,,,0.38,,,0.05,0.31,,,0.18,,,,,,,0.22,,0.46,0.10,,0.21,,,,,0.19,0.10,0.10,,,,0.21,,,,0.21,,0.87,,1.17,,1.07,0.23,0.84,0.76,,2.14,0.74,0.60,,,,,,,,1.77
57,HYDROMTIK,6.00,CCARE,"purchase@hydromatik.co.in, anand@hydromatik.co.in, raghu@hydromatik.co.in",Pay & Charge,NO,NO,RUSTX,0.50,25.7.2025,yes,,21,,,,,1.01,,,,1.45,1.20,,1.66,1.20,1.34,,1.67,1.32,1.12,0.89,0.13,,,1.34,0.20,1.41,1.48,1.19,0.13,1.00,,1.21,0.53,0.78,0.60,0.53,0.59,0.67,0.54,1.13,0.65,0.12,0.97,0.66,0.53,0.48,0.12,0.16,0.90,0.89,,1.43,0.74,0.49,0.54,0.54,0.67,0.24,0.54,0.56,0.43,,0.58,,0.51,0.16,,0.58,
58,NEW MELTING CENTRE,5.00,CCARE,,To Pay,,,RUSTX,0.5,27.6.2025,,,,,,,,,,,,,0.32,0.64,0.64,,0.64,0.64,0.68,0.64,,0.64,,0.64,,0.32,0.09,0.09,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,AKP FOUNDRY,5.00,CCARE,,To Pay,,,RUSTX,0.50,21.6.2025,,,,,,,,,,,0.45,,0.30,,,,0.38,,,0.38,,0.30,,,,,0.30,,,0.30,,,0.30,,,0.30,,0.25,,0.30,,,,,0.30,,0.30,,,0.45,,,,,,,,,,,,,,,,,,,,,
60,Deshpande Automac II,2.00,CCARE,sujay.mane@autodesh.com,Pay & Charge,NO,NO,RUSTX,0.50,15.5.2025,yes,,,,,,,,,,0.49,,0.41,,0.41,,0.41,,0.41,,0.41,0.41,,,0.41,,0.41,,0.41,,,0.41,,,,0.42,,0.16,0.42,,0.42,0.16,,0.55,,0.51,,0.16,0.42,,,0.42,,0.58,,0.58,,0.16,,0.36,0.36,,0.16,0.36,,,,,0.52,0.06,
61,TECHNOVISION AUTO,1.00,CCARE,"aachandure@technovisionindia.co.in, rmkhadake@technovisionindia.co.in, ",Nil,NO,NO,RUSTX,0.50,15.12.2024,,,,,,,,,1.15,,,,0.47,,,,,0.47,,,0.47,,,,0.47,,0.47,,0.47,,0.47,,,0.47,,0.47,,0.47,0.47,,0.47,0.47,0.47,,0.47,,0.47,0.47,,,0.47,0.47,0.47,,0.47,0.47,,,,,,,,,,,,,,,
62,GAURAV MACHINE,0.50,CCARE,"gmtkop@dataone.in,gmtkop@yahoo.co.in",Nil,NO,NO,RUSTX,0.50,3.8.2025,,,,,,,,,,,1.47,,,0.87,,0.95,,,0.75,,0.59,,,,,,,,,0.72,,,0.60,,,,0.66,,,,,0.57,,,0.13,0.28,,,,,0.58,,,0.95,,,0.49,,,,0.35,,,0.10,0.51,,0.82,,0.82,,
63,Deshpande Automac,3.00,CCARE,sujay.mane@autodesh.com,Pay & Charge,NO,NO,RUSTX,0.40,5.8.2025,yes,,,20,,,,,0.98,,0.49,1.40,0.73,,1.03,0.41,0.41,1.26,0.60,0.41,0.40,0.41,0.88,0.41,0.70,0.41,0.13,0.82,0.41,0.41,0.41,0.41,0.41,0.41,0.41,,0.42,0.42,0.42,0.42,0.42,0.42,,0.84,0.42,0.42,0.42,0.42,0.42,0.42,0.42,,0.42,0.42,0.84,0.42,0.36,,0.36,0.71,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36
64,MANTRI METALLICS UNIT III,2.00,CCARE,,Nil,N,N,Rustx,0.4,17.6.2025,,,,,,,,,,,,,,,,0.99,0.88,0.99,0.49,0.99,0.49,0.38,0.49,0.88,0.49,0.49,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,ESTEEM ENTERPRISES,0.00,CCARE,,Pay & Charge,,,RUSTX,0.40,,YES,-,-,22,,,0.55,,,,,0.55,,,,0.38,,,,0.10,0.38,,0.38,,,0.38,,,,,0.43,,0.38,0.38,,0.38,,0.38,,,,0.69,0.11,0.38,0.38,,0.38,0.38,,0.38,,0.38,,0.43,,,0.69,,,0.36,0.63,0.52,,0.37,0.36,,0.66,,0.36,,0.73
66,FUKOKU INDIA PRIVATE LIMITED,4.00,CCARE,,Nil,,,RUSTX,0.40,25.7.2025,yes,,22,20,,5,,,1.35,,1.42,1.02,0.59,2.21,1.84,1.31,2.26,3.43,5.97,2.74,0.87,0.33,0.30,0.84,0.23,0.20,0.12,0.47,1.14,1.60,,0.93,0.69,0.08,0.03,0.03,0.03,0.03,0.30,0.41,,0.51,,0.80,1.01,2.25,0.61,0,0,0.41,0.21,,,,,,,,,,,,,,,,,,,,
67,SUPER CRAFT,2.00,CCARE,kprscf@gmail.com,To Pay,NO,NO,RUSTX,0.40,17.1.2025,,,,,,,,,,,,,,,,,,,,,1.09,,,,,,,,0.73,,,,,,,,0.46,,,,,,,,0.46,,,,1.45,,,,0.46,,,,,,,,0.41,,,,,0.41,,,,,
68,EAGER STARS,0.00,CCARE,,to pay,,,RUSTX,0.40,,yes,,22,,,,,,,,,0.67,1.09,0.44,,0.54,1.2,1.09,0.87,0.87,0.87,0.88,,0.39,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,SAI ENGINEERING ENTERPRISES,0.00,CCARE,,Nil,,,RUSTX,0.40,13.6.2025,yes,,,20,,,,,0.98,,0.49,0.90,0.41,0.82,0.82,0.41,0.87,0.41,0.82,0.41,0.41,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PRECISION PINS,1.00,CCARE,,To Pay,N,N,RUSTX,0.30,23.6.2024,yes,,,,,,,,0.29,,,0.22,0.18,,0.24,,,,0.18,,,,0.24,0.18,,0.18,0.24,,,0.24,,0.24,0.18,0.18,,0.12,0.12,0.12,0.12,0.12,0.12,,0.24,0.24,0.06,0.12,0.06,0.12,0.12,0.12,,,,,,,,,,,,,,,,,,,,,
71,CHIRANJEEV INDUSTRIES,0.50,NEWBIZ,,To Pay,,,RUSTX,0.3,26.2.2025,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,ENGINEERING TECHNOLOGIES,1.00,CCARE,,Nil,N,Y,RUSTX,0.25,30.8.2025,,,,,,,0.24,,0.12,,0.12,,,,,0.10,0.10,0.10,0.10,,0.10,,0.10,,,,0.05,0.09,0.04,0.05,0.04,,,,,,,0.16,,0.21,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,
73,HIND GEAR INDUSTRIES,1.00,CCARE,,To Pay,N,N,RUSTX,0.25,5.8.2025,yes,,,,,,,,,,0.11,,,0.18,,,,0.09,,,0.14,,,,0.25,,0.12,0.12,0.25,0.25,0.11,0.11,0.17,0.13,0.23,0.13,0.23,0.11,0.18,0.17,0.17,0.29,0.20,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,SHRIRAM PACKAGING,0.00,CCARE,shrirampacking@gmail.com,To Pay,NO,NO,RUSTX,0.20,13.1.2025,yes,,15,,,,,0.30,0.83,,1.70,,0.31,0.88,0.69,0.44,,0.32,0.86,0.54,0.92,0.63,0.44,0.72,0.36,0.91,0.53,0.64,0.98,,1.12,0.18,0.42,0.30,0.64,0.26,0.51,0.24,0.39,0.10,,,0.34,,0.53,,0.39,0.16,0.41,,1.04,,1.49,0.54,0.08,0.57,0.81,0.55,1.62,0.76,0.59,0.71,0.39,0.67,0.98,0.47,0.49,0.81,0.45,0.61,0.11
75,SHRI PADMAVATI,0.50,CCARE,,Pay & Charge,,,RUSTX,0.20,13.12.2023,yes,,20,,,,0.56,,0.18,,,0.42,0.22,0.35,,0.18,0.30,,0.31,,0.31,,0.31,,0.40,,0.31,,,0.25,,,0.26,,,0.25,,0.20,,,,,,0.41,,,,,,0.41,,,0.41,,0.41,,,,0.38,,,,0.33,,,,,,0.33,,
76,LAXMI PUMPS PVT LTD. (MACHINE SHOP UNIT 2),4.00,CCARE,,To Pay,,,RUSTX,0.20,8.8.2025,,,,,,,,,,,,0.36,0.93,0.45,0.72,0.48,0.54,1.10,0.33,0.30,0.39,0.30,0.24,0.24,0.24,,0.48,,0.36,0.24,0.24,0.48,0.42,,0.24,0.24,0.30,,0.30,0.30,0.30,0.24,,0.30,0.24,0.33,,0.24,,0.24,,,0.24,0.24,0.24,0.33,,0.24,,0.24,0.20,,,,,,,,,,
77,KOHINOOR METALLICS,2.00,CCARE,,To Pay,n,n,RUSTX,0.20,30.3.2025,,,,,,,,,,,,,,,,,,,0.23,,0.23,,,,,0.23,0.23,,,,,0.23,,,,,,0.23,,,0.23,0.23,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,
78,JAGADEESH IRON & STEEL PVT. LTD.,2.00,CCARE,,To Pay,N,N,DR. BIO,0.20,18.6.2025,,,,,,,,,,,,,,,,,,,,0.22,0.09,,,0.41,0.32,,0.40,0.60,,,,,,,,,,0.11,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,SHRI VYANKATESH ENGINEERING,1.00,CCARE,,Nil,N,N,RUSTX,0.20,,yes,,,,,,0.25,,0.37,,0.24,0.30,0.20,0.30,0.25,0.20,0.30,0.20,0.41,0.20,0.20,0.30,,0.25,0.25,,0.25,0.35,0.30,0.20,0.30,0.20,0.20,,0.20,0.20,,,0.25,0.25,,0.20,0.20,0.20,,0.20,,0.20,,,,,,,,,,,,,,,,,,,,,,,
85,SANMATI COMPONENTS,2.00,CCARE,,Nil,,,,,27.8.2024,,,,,,,,,0.54,,,,,,,,,,,,,,,,0.20,,,0.43,0.23,0.17,0.34,,,,,,,,,,,,,,,,,,0.32,0.90,0.66,0.72,0.59,0.53,0.89,0.74,0.67,,0.72,0.66,0.66,0.66,0.50,0.66,0.58,,1.00,1.14,0.90,,0.75
80,S S PRECITECH,0.50,CCARE,,To Pay,,,RUSTX,0.20,27.6.2025,,,,,,,,,,,,,0.19,,,0.24,,0.20,,,0.37,,,0.31,,,0.21,,,,0.21,,,0.20,,,0.20,,,0.20,,,,0.21,,0.20,,,,,0.26,,,,0.20,,,,,,0.08,,,,,0.09,,,,,
81,KIRAN INDUSTRIES,0.50,NEWBIZ,,To Pay,,,RUSTX,0.2,26.2.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,QUALITAS EXPORT,0.50,CCARE,,To Pay,N,Y,RUSTX,0.20,30.4.2025,,,,,,,,,,,,,0.19,,,0.19,,,0.19,,,0.10,,,,,,,,,,,,,,,,,,0.19,,,0.19,,0.19,,0.19,0.19,,,0.05,,,,,,,,,,,,,,,,,,,,
83,KARTIK TRADERS,0.00,CCARE,,To Pay,NO,NO,RUSTX,0.20,,yes,,,,,,,,,,0.14,,,,0.24,,,,0.24,,,,,0.36,,0.36,,0.25,,,,0.23,,,,,0.23,,,,,,,0.35,,,,,,,,,,,0.23,,0.29,,,0.82,,0.59,0.51,0.57,0.68,1.12,0.67,1.57,0.30,,0.65
84,WIND CHISEL PVT. LTD.,0.00,NEWBIZ,,To Pay,N,N,Rustx,0.20,22.4.2025,,,,,,,,,,,,0.09,,,,,,,,,,,,,0.09,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PADMAVATI CASTINS & FORGINGS PVT. LTD. ,0.00,CCARE,,Nil,N,N,Rustx,0.20,13.6.2025,yes,,,20/15,,,,,1.11,,0.53,0.53,0.44,0.44,0.44,0.35,0.44,0.44,0.35,0.2,0.44,0.45,,0.35,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,MERASHA SHAPERS,0.50,CCARE,,To Pay,,,RUSTX,0.15,13.5.2025,,,,,,,,,,,,,,,0.14,,,,0.14,,,0.14,,,0.14,,,0.14,,,0.14,,,,0.13,,,0.13,,,0.13,,0.13,,0.14,,0.14,,0.13,,0.13,,,0.14,,0.14,,,,0.23,,,,0.12,0.12,,0.12,,,,0.17
87,SWASTIK INDUSTRIAL SALES CORPORATION ,0.00,NEWBIZ,,To Pay,N,N,RUSTX,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,0.15,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,BELGAUM FERROCAST,0.00,NEWBIZ,,Nil,N,Y,RUSTX,0.15,13.2.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,
89,MAYURA STEEL ,2.00,CCARE,satej.ayarekar@mayurasteel.com,To Pay,NO,NO,RUSTX,0.10,15.4.2025,yes,,,10,,,,,,,,0.45,,0.41,,0.21,0.43,,,,,0.21,0.21,,,,0.41,,,,,,,0.41,,,,,,,,,,0.21,0.21,,,0.41,,0.21,0.20,,,0.21,0.21,,,,,0.41,,0.21,,,0.21,0.21,,,,0.21,
90,SOUND CASTING UNIT 4,1.00,CCARE,,Nil,n,y,RUSTX,0.10,6.6.2025,yes,,,,,,,,0.85,,0.48,,0.14,0.73,0.14,,0.46,1.11,0.35,0.05,0.62,0.49,,0.14,0.53,0.14,0.14,,,0.14,0.22,0.11,0.46,0.50,0.08,0.08,0.43,0.60,,0.14,,,0.62,,0.49,1.03,,,,,,,,,,,,,,,,,,,,,,,,,
91,MASCOT MANUFACTURING,1.00,CCARE,,To Pay,,,RUSTX,0.10,,yes,,,,,,,,,,0.06,,0.84,,,,,,0.84,,,,,,0.84,,,,,0.84,,,0.08,0.51,,,,,0.33,,,,,0.51,,,0.33,,,,,0.51,,0.33,,,0.51,0.66,,,0.76,,,0.47,,0.11,,0.23,0.23,,0.23
92,JINA SPECIAL STEEL WORKS PVT LTD.,0.50,CCARE,,To Pay,N,N,RUSTX,0.1,26.08.2024,,,,,,,,,0.07,,,0.08,,0.07,,0.06,,0.07,,0.07,,0.07,,0.07,,,0.07,0.07,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,J K FILES & ENGINEERING LIMITED (BHIWANDI),,NEWBIZ,,Pay & Charge,,,RUSTX,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,JADHAV INDUSTRIES,,NEWBIZ,,to pay,,,RUSTX,,20.5.2025,,,,,,,,,,,,,,,,0.19,0.18,0.22,,,0.20,,0.20,,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,ALKA ALLOYS,0.00,NEWBIZ,,To Pay,,,RUSTX,,,,,,,,,,,,,,,,,,0.12,,,,,,,0.12,,,,0.12,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,VEERESHA CASTING,,NEWBIZ,,TO PAY,N,N,RUSTX,,20.12.2023,yes,,,,,,,,0.07,,0.14,0.12,,,,,0.24,0.12,,,,,0.06,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,JK MAINI -GUJARAT,5.00,CCARE,,Pay & Charge,,,RUSTX,,,yes,,,,,,,4.1,,,8.89,1.99,2.49,2.97,2.84,1.76,3.06,1.73,1.51,3.47,1.08,8.7,,2.27,2.73,1.8,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Menon Piston,4.00,NEWBIZ,,Nil,n,y,RUSTX,,4.2.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,
99,SONICK INDUSTRIES,2.00,CCARE,,To Pay,,,RUSTX,,2.4.2025,,,,,,,,,,,,,,,,,,0.41,,,,0.08,,0.07,0.05,0.45,,,0.05,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,SUMMIT INDUSTRIES,0.50,CCARE,,To Pay,,,RUSTX,,27.07.2024,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,0.15,,0.15,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,0.12
101,FUEL INSTRUMENT,0.50,CCARE,purchase@fietest.com,Pay & Charge,NO,NO,RUSTX,,18.1.2025,,,,,,,,,,,,,,,,,0.07,,,,,,,0.08,,,,,,,,,0.08,,,,,,,,,,,,0.08,,,0.08,,,0.08,,,,0.08,,,,,,,,0.12,,,,0.06,,,,
102,JAYHIND ENGINEERING,0.00,NEWBIZ,,To Pay,,,RUSTX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,SUN RISE ENTEPRISES,0.00,CCARE,,Pay & Charge,,,RUSTX,,,,,,,,,,,,,,0.23,,,0.23,,,,,0.23,,,,,,,,0.23,,,0.23,,,,,0.23,,,0.23,,,,,,,,,,,,,0.23,0.23,,,,,,,,,,0.25,,0.31,0.14,0.14,0.12,,,
104,SUREKHA ENGINEERING WORKS,0.00,NEWBIZ,,TO PAY,N,N,Rustx,,9.1.2025,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,General machine tool (gmt),0.00,CCARE,"purchase@generalmachinetools.com, shekhar@generalmachinetools.com, GMT Suhas <suhas@generalmachinetools.com>, harishchandra.waichal@generalmachinetools.com",To Pay,NO,NO,RUSTX,,23.7.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,1.69,,0.50,0.02,0.73,0.24,0.47,1.24,0.26,1.22,,1.94,,1.65,,1.32,0.43,0.65,,0.25,1.80,,0.10,2.15,,,0.24,2.22,0.79,0.84,0.82,0.71,,0.67,,1.24,0.33,1.10
106,VICTOR ENTERPRISES,0.00,NEWBIZ,,To Pay,,,RUSTX,,2.7.2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,0.12,,0.26,,,,,,,,,,,,,,,,,,,,,,,
107,PARVATI MACHINE CENTRE,0.00,CCARE,,To Pay,N,N,Rustx,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,SUPRA INDUSTRIES,0.00,NEWBIZ,,Nil,N,N,Rustx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,SAGAR SHIVAJI,0.00,NEWBIZ,,pay & charge,,,KIF,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,AJIT INDUSTRIES,0.00,CCARE,,Nil,,,RUSTX,,,yes,,,,,,0.51,,0.47,,0.47,0.39,0.39,0.39,0.79,0.39,0.39,0.67,0.20,0.39,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,MARVELOUS VIMERCATI,0.00,NEWBIZ,,pay & charge,,,RUSTX,,31.7.2025,,,,,,,,,0.25,,,,,,,,,,0.05,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,HARI OM INDUSTRIES,0.00,CCARE,,Nil,,,RUSTX,,,yes,,,,,,0.50,,0.49,,0.49,0.41,0.41,0.41,0.41,0.41,0.41,0.41,,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,BEZEL METACAST PVT. LTD.,0.00,NEWBIZ,,to pay,,,RUSTX,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PINNACLE PRECISION TECHNOLOGIES,0.00,NEWBIZ,,pay & charge,,,RUSTX,,,,,,,,,,,0.25,,,,,,0.21,0.11,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,EXCELLENCE PACKAGING,0.00,NEWBIZ,,Nil,,,RUSTX,,,,,,,,,,,,,,,,,,,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,SHREE SHANTINATH ENTERPRISES,0.00,NEWBIZ,,to pay,,,RUSTX,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,BUDHALE & SONS PVT. LTD.,0.00,CCARE,,pay & charge,,,RUSTX,,,,,,,,,,,0.95,,0.48,,0.79,0.40,0.79,0.79,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,MAHABAL METALS (SANAND),0.00,CCARE,,pay & charge,,,RUSTX,,,yes,,,,,,,,1.65,,,2.87,0.84,0.84,1.10,,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,HEMDEEP ENTERPRISES,0.00,NEWBIZ,,to pay,,,,,,yes,,,,,,0.58,,,,0.22,,0.12,0.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,MANTRI AUTO COMPONENTS PVT. LTD.,0.00,NEWBIZ,,pay & charge,,,,,,yes,,,20,,,,,0.63,,,1.67,0.49,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,SAPRE AUTOCAST PVT. LTD.,0.00,NEWBIZ,,Nil,,,,,,yes,,22,20,,15,,0.33,2.28,,1.36,1.61,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,UNIQUE AUTO ASSEMBLY ,0.00,NEWBIZ,,to pay,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
